id,codigoAdicional,aneelPlu,aneelFlu,nome,latitude,longitude,altitude,ultimaAtualizacao,baciaCodigo,codigoNomeBacia,codigoNomeSubBacia,nomeRio,nomeEstado,nomeMunicipio,subBaciaCodigo,rioCodigo,estadoCodigo,municipioCodigo,responsavelCodigo,operadoraCodigo,menorDataPeriodo,maiorDataPeriodo,responsavelSigla,operadoraSigla,tipoEstacao
64738345,37238050,37238050,,LAGOA DO ARROZ - JUSANTE,-6.7969,-38.5703,281.0,2024-05-03T15:15:48.670+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIACHO CACARÉ,PARAÍBA,CAJAZEIRAS,37,37158000.0,11,11037000,1,1,2022-08-18T10:00:00.000+0000,2024-05-30T10:00:00.000+0000,ANA,CPRM,Fluviométrica
74036532,38820100,38820100,,SUMÉ - JUSANTE,-7.6711,-36.8975,517.0,2022-08-10T11:59:37.967+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","38 - RIOS PARAIBA,POTENJI E OUTROS",RIO SUCURU,PARAÍBA,SUMÉ,38,38620000.0,11,11163000,1,1,,,ANA,AESA-PB,Fluviométrica
80139032,48321000,48321000,,SALGUEIRO - JUSANTE,-8.0314,-39.0619,437.0,2021-02-17T14:44:32.130+0000,4,4 - Rio São Francisco,"48 - RIOS SAO FRANCISCO,PAJEU E ...",RIACHO DO MEIO,PERNAMBUCO,VERDEJANTE,48,48320900.0,12,12161000,1,1,,,ANA,APAC-PE,Fluviométrica
81238322,48851120,48851120,,AÇUDE SERRINHA II - JUSANTE,-8.2108,-38.535,383.0,2024-05-03T15:15:51.153+0000,4,4 - Rio São Francisco,"48 - RIOS SAO FRANCISCO,PAJEU E ...",RIO PAJEÚ,PERNAMBUCO,SERRA TALHADA,48,48540000.0,12,12139000,1,1,2022-09-01T10:00:00.000+0000,2023-11-17T10:00:00.000+0000,ANA,CPRM,Fluviométrica
63737082,37145910,37145910,,AÇUDE CARNAÚBA - JUSANTE,-6.6269,-37.1489,177.0,2024-05-03T15:15:48.410+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIACHO QUIXERE,RIO GRANDE DO NORTE,SÃO JOÃO DO SABUGI,37,37129000.0,10,10121000,1,1,2022-08-17T10:00:00.000+0000,2024-04-04T20:00:00.000+0000,ANA,CPRM,Fluviométrica
53836552,37694900,37694900,,MENDOBIM,-5.6483,-36.9283,33.0,2022-08-22T18:57:27.180+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIO PARAU,RIO GRANDE DO NORTE,AÇU,37,37260000.0,10,10002000,1,1,,,ANA,IGARN-RN,Fluviométrica
53936522,37610050,37610050,,CANAL DO PATAXÓ,-5.6647,-36.8786,43.0,2022-08-22T18:57:27.043+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIO PIRANHAS-AÇU,RIO GRANDE DO NORTE,AÇU,37,37200000.0,10,10002000,1,1,2023-03-17T10:00:00.000+0000,2023-03-17T10:00:00.000+0000,ANA,IGARN-RN,Fluviométrica
160542031,54166900,,54166900,AÇUDE BANANAL,-16.0878,-42.0572,600.0,2020-11-23T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",54 - RIO JEQUITINHONHA,RIBEIRÃO BANANAL,MINAS GERAIS,SALINAS,54,54166000.0,17,17569000,1,1,2020-11-23T10:00:00.000+0000,2024-05-30T10:00:00.000+0000,ANA,IGAM-MG,Fluviométrica
295654550,76378900,0,76378900,PONTE SÃO SIMÃO CACEQUI,-29.9433,-54.9317,,2021-03-19T03:00:00.000+0000,7,7 - Rio Uruguai,"76 - RIOS URUGUAI,IBICUI E OUTROS",RIO SANTA MARIA,RIO GRANDE DO SUL,CACEQUI,76,76121000.0,24,24029000,266,266,,,SEMA-RS,SEMA-RS,Fluviométrica
294550240,87318510,,87318510,FOFONKA CARAÁ,-29.7633,-50.4133,,2021-03-19T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste",87 - LAGOA DOS PATOS,RIO DOS SINOS,RIO GRANDE DO SUL,CARAÁ,87,87230000.0,24,24045900,266,266,,,SEMA-RS,SEMA-RS,Fluviométrica
305451290,87540010,,87540010,ANCORADOURO MARINA ARAMBARÉ,-30.9108,-51.4964,,2021-03-19T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste",87 - LAGOA DOS PATOS,LAGOA DOS PATOS,RIO GRANDE DO SUL,ARAMBARÉ,87,87001000.0,24,24008500,266,266,,,SEMA-RS,SEMA-RS,Fluviométrica
315152491,88365010,,88365010,CERRITO / PEDRO OSÓRIO,-31.86,-52.8167,,2021-03-19T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste",88 - LAGOA MIRIM,LAGOA MIRIM,RIO GRANDE DO SUL,CERRITO,88,88001000.0,24,24050150,266,266,,,SEMA-RS,SEMA-RS,Fluviométrica
320752350,88700010,,88700010,SANTA ISABEL CGH (UFPEL),-32.1189,-52.5936,,2021-03-19T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste",88 - LAGOA MIRIM,CANAL DE SÃO GONÇALO,RIO GRANDE DO SUL,ARROIO GRANDE,88,88100000.0,24,24013000,266,266,,,SEMA-RS,SEMA-RS,Fluviométrica
154947572,60478251,60478251,,ESTAÇÃO TESTE_FDQ,-15.8194,-47.9556,,2024-04-07T14:29:04.140+0000,6,6 - Rio Paraná ,60 - RIO PARANAIBA,RIACHO FUNDO,DISTRITO FEDERAL,BRASÍLIA,60,60321180.0,27,27001000,1,1,2021-09-24T10:00:00.000+0000,2024-05-10T20:00:00.000+0000,ANA,ANA,Fluviométrica
201642391,56415006,,56415006,CGH NOVA PONTE QUEIMADA II JUSANTE,-20.2742,-42.6519,344.0,2021-10-19T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",56 - RIO DOCE,RIO CASCA,MINAS GERAIS,RIO CASCA,56,56160000.0,17,17548000,1132,1132,2022-01-06T17:00:00.000+0000,2024-05-30T13:00:00.620+0000,LIMPA,LIMPA,Fluviométrica
155247570,60478185,,60478185,RIACHO FUNDO VILA CAUHY,-15.8753,-47.9661,1019.0,2021-10-21T03:00:00.000+0000,6,6 - Rio Paraná ,60 - RIO PARANAIBA,RIACHO FUNDO,DISTRITO FEDERAL,BRASÍLIA,60,60321180.0,27,27001000,190,190,2021-07-20T21:30:00.000+0000,2024-02-09T12:00:00.000+0000,ADASA-DF,ADASA-DF,Fluviométrica
213145270,61536100,,61536100,PCH BOA VISTA II BARRAMENTO,-21.5256,-45.4606,,2021-04-22T03:00:00.000+0000,6,6 - Rio Paraná ,61 - RIO GRANDE,RIO VERDE,MINAS GERAIS,VARGINHA,61,61350000.0,17,17707000,1052,1052,2021-05-12T03:00:00.000+0000,2024-05-30T12:00:00.930+0000,BOA VISTA 2,BOA VISTA 2,Fluviométrica
62035471,38465000,38465000,,AÇUDE JAPI II,-6.3456,-35.7953,184.0,2024-02-09T15:22:48.657+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","38 - RIOS PARAIBA,POTENJI E OUTROS",RIO JAPI,RIO GRANDE DO NORTE,SÃO JOSÉ DO CAMPESTRE,38,38320010.0,10,10123000,291,291,2021-05-01T10:00:00.000+0000,2024-05-30T10:00:00.000+0000,IGARN-RN,IGARN-RN,Fluviométrica
55335461,38551000,38551000,,CAMPO GRANDE,-5.8903,-35.7731,,2024-02-09T15:22:48.763+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","38 - RIOS PARAIBA,POTENJI E OUTROS",RIO POTENGI,RIO GRANDE DO NORTE,SÃO PAULO DO POTENGI,38,38220000.0,10,10126000,291,291,2021-06-18T10:00:00.000+0000,2024-05-29T10:00:00.000+0000,IGARN-RN,IGARN-RN,Fluviométrica
